x,y,TOTAL_SNOW_FLAG,HEATING_DEGREE_DAYS,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG,COOLING_DEGREE_DAYS,MIN_REL_HUMIDITY,SNOW_ON_GROUND_FLAG,LOCAL_MONTH,LOCAL_YEAR,MIN_REL_HUMIDITY_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,CLIMATE_IDENTIFIER,MAX_REL_HUMIDITY_FLAG,LOCAL_DAY,STATION_NAME,DIRECTION_MAX_GUST,MIN_TEMPERATURE,SPEED_MAX_GUST_FLAG,ID,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN_FLAG,LOCAL_DATE,TOTAL_SNOW,TOTAL_PRECIPITATION,SNOW_ON_GROUND,PROVINCE_CODE,MIN_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,TOTAL_RAIN
-127.18277777777777,54.82472222222222,,4.6,13.4,,,0,,,8,1997,M,17.5,,,1077500,M,27,SMITHERS A,0,9.3,,1077500.1997.8.27,T,T,1997-08-27 00:00:00,0,0,0,BC,,,,0,0
-127.18277777777777,54.82472222222222,,5,13,,,0,,,8,1997,M,18.4,,,1077500,M,28,SMITHERS A,0,7.5,,1077500.1997.8.28,,,1997-08-28 00:00:00,0,0,0,BC,,,,0,0
-127.18277777777777,54.82472222222222,,6.4,11.6,,,0,,,8,1997,M,16.2,,,1077500,M,29,SMITHERS A,0,7,,1077500.1997.8.29,,,1997-08-29 00:00:00,0,0,0,BC,,,,0,0
-127.18277777777777,54.82472222222222,,3.6,14.4,,,0,,,8,1997,M,19.8,,,1077500,M,30,SMITHERS A,0,8.9,,1077500.1997.8.30,,,1997-08-30 00:00:00,0,0,0,BC,,,,0,0
-127.18277777777777,54.82472222222222,,4.9,13.1,,,0,,,8,1997,M,23.1,,,1077500,M,31,SMITHERS A,0,3.1,,1077500.1997.8.31,,,1997-08-31 00:00:00,0,0,0,BC,,,,0,0
-127.18277777777777,54.82472222222222,,5.5,12.5,,,0,,,9,1997,M,21.1,,,1077500,M,1,SMITHERS A,0,3.9,,1077500.1997.9.1,,,1997-09-01 00:00:00,0,1.2,0,BC,,,,0,1.2
-127.18277777777777,54.82472222222222,,2.7,15.3,,,0,,,9,1997,M,20.4,,,1077500,M,2,SMITHERS A,0,10.2,,1077500.1997.9.2,,,1997-09-02 00:00:00,0,1.8,0,BC,,,,0,1.8
-127.18277777777777,54.82472222222222,,4.6,13.4,,,0,,,9,1997,M,23.2,,,1077500,M,3,SMITHERS A,0,3.5,,1077500.1997.9.3,,,1997-09-03 00:00:00,0,0,0,BC,,,,0,0
-127.18277777777777,54.82472222222222,,7,11,,,0,,,9,1997,M,16.3,,,1077500,M,4,SMITHERS A,0,5.7,,1077500.1997.9.4,,,1997-09-04 00:00:00,0,6.2,0,BC,,,,0,6.2
-127.18277777777777,54.82472222222222,,9.7,8.3,,,0,,,9,1997,M,11.7,,,1077500,M,5,SMITHERS A,0,4.8,,1077500.1997.9.5,,,1997-09-05 00:00:00,0,4.8,0,BC,,,,0,4.8
-127.18277777777777,54.82472222222222,,6.7,11.3,,,0,,,9,1997,M,16.5,,,1077500,M,6,SMITHERS A,0,6,,1077500.1997.9.6,,,1997-09-06 00:00:00,0,0,0,BC,,,,0,0
-127.18277777777777,54.82472222222222,,8.3,9.7,,,0,,,9,1997,M,18.2,,,1077500,M,7,SMITHERS A,0,1.1,,1077500.1997.9.7,,,1997-09-07 00:00:00,0,0,0,BC,,,,0,0
-127.18277777777777,54.82472222222222,,3.7,14.3,,,0,,,9,1997,M,21.8,,,1077500,M,8,SMITHERS A,0,6.8,,1077500.1997.9.8,,,1997-09-08 00:00:00,0,0,0,BC,,,,0,0
-127.18277777777777,54.82472222222222,,3.8,14.2,,,0,,,9,1997,M,22.2,,,1077500,M,9,SMITHERS A,0,6.2,,1077500.1997.9.9,,,1997-09-09 00:00:00,0,0,0,BC,,,,0,0
-127.18277777777777,54.82472222222222,,5.3,12.7,,,0,,,9,1997,M,17,,,1077500,M,10,SMITHERS A,0,8.4,,1077500.1997.9.10,,,1997-09-10 00:00:00,0,0,0,BC,,,,0,0
-127.18277777777777,54.82472222222222,,7.3,10.7,,,0,,,9,1997,M,14,,,1077500,M,11,SMITHERS A,0,7.4,,1077500.1997.9.11,,,1997-09-11 00:00:00,0,1.4,0,BC,,,,0,1.4
-127.18277777777777,54.82472222222222,,6.6,11.4,,,0,,,9,1997,M,15.9,,,1077500,M,12,SMITHERS A,0,6.8,,1077500.1997.9.12,,,1997-09-12 00:00:00,0,0,0,BC,,,,0,0
-127.18277777777777,54.82472222222222,,6.6,11.4,,,0,,,9,1997,M,15.5,,,1077500,M,13,SMITHERS A,0,7.3,,1077500.1997.9.13,,,1997-09-13 00:00:00,0,5.2,0,BC,,,,0,5.2
-127.18277777777777,54.82472222222222,,8.8,9.2,,,0,,,9,1997,M,11.5,,,1077500,M,14,SMITHERS A,0,6.9,,1077500.1997.9.14,,,1997-09-14 00:00:00,0,5.2,0,BC,,,,0,5.2
-127.18277777777777,54.82472222222222,,9.8,8.2,,,0,,,9,1997,M,10.1,,,1077500,M,15,SMITHERS A,0,6.2,,1077500.1997.9.15,,,1997-09-15 00:00:00,0,4,0,BC,,,,0,4
-127.18277777777777,54.82472222222222,,7.6,10.4,,,0,,,9,1997,M,14.9,,,1077500,M,16,SMITHERS A,0,5.8,,1077500.1997.9.16,,,1997-09-16 00:00:00,0,1.4,0,BC,,,,0,1.4
-127.18277777777777,54.82472222222222,,9.4,8.6,,,0,,,9,1997,M,14,,,1077500,M,17,SMITHERS A,0,3.2,,1077500.1997.9.17,,,1997-09-17 00:00:00,0,1.6,0,BC,,,,0,1.6
-127.18277777777777,54.82472222222222,,10.8,7.2,,,0,,,9,1997,M,15.7,,,1077500,M,18,SMITHERS A,0,-1.3,,1077500.1997.9.18,,,1997-09-18 00:00:00,0,0,0,BC,,,,0,0
