x,y,ID,COOLING_DEGREE_DAYS,DIRECTION_MAX_GUST,TOTAL_PRECIPITATION,COOLING_DEGREE_DAYS_FLAG,TOTAL_RAIN_FLAG,TOTAL_SNOW,LOCAL_DAY,LOCAL_YEAR,SNOW_ON_GROUND_FLAG,HEATING_DEGREE_DAYS,LOCAL_MONTH,SNOW_ON_GROUND,MIN_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG,PROVINCE_CODE,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE_FLAG,STATION_NAME,SPEED_MAX_GUST,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY,TOTAL_SNOW_FLAG,TOTAL_RAIN,MIN_REL_HUMIDITY_FLAG,LOCAL_DATE,MEAN_TEMPERATURE,MAX_REL_HUMIDITY_FLAG,MAX_TEMPERATURE,SPEED_MAX_GUST_FLAG,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,DIRECTION_MAX_GUST_FLAG
-117.70147222222222,51.238194444444446,117CA90.1969.1.1,0,,10.9,,,10.9,1,1969,,33.9,1,,-21.1,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-01 00:00:00,-15.9,,-10.6,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.2,0,,0,,,0,2,1969,,28.9,1,,-13.9,,BC,117CA90,,GLACIER NP MT FIDELITY,,T,,T,0,,1969-01-02 00:00:00,-10.9,,-7.8,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.3,0,,16,,,16,3,1969,,26.4,1,,-11.1,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-03 00:00:00,-8.4,,-5.6,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.4,0,,33,,,33,4,1969,,23.3,1,,-8.3,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-04 00:00:00,-5.3,,-2.2,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.5,0,,11.9,,,11.9,5,1969,,23.3,1,,-6.7,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-05 00:00:00,-5.3,,-3.9,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.6,0,,22.1,,,22.1,6,1969,,26.3,1,,-9.4,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-06 00:00:00,-8.3,,-7.2,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.7,0,,10.2,,,10.2,7,1969,,29.9,1,,-14.4,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-07 00:00:00,-11.9,,-9.4,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.8,0,,2,,,2,8,1969,,32.5,1,,-15.6,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-08 00:00:00,-14.5,,-13.3,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.9,0,,3,,,3,9,1969,,31.9,1,,-16.7,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-09 00:00:00,-13.9,,-11.1,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.10,0,,6.1,,,6.1,10,1969,,29.1,1,,-12.8,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-10 00:00:00,-11.1,,-9.4,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.11,0,,2,,,2,11,1969,,29.1,1,,-12.8,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-11 00:00:00,-11.1,,-9.4,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.12,0,,3,,,3,12,1969,,30,1,,-15,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-12 00:00:00,-12,,-8.9,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.13,0,,4.1,,,4.1,13,1969,,29.1,1,,-14.4,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-13 00:00:00,-11.1,,-7.8,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.14,0,,5.1,,,5.1,14,1969,,29.1,1,,-12.8,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-14 00:00:00,-11.1,,-9.4,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.15,0,,1,,,1,15,1969,,30.5,1,,-13.9,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-15 00:00:00,-12.5,,-11.1,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.16,0,,1,,,1,16,1969,,31.6,1,,-15,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-16 00:00:00,-13.6,,-12.2,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.17,0,,3,,,3,17,1969,,31.9,1,,-15.6,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-17 00:00:00,-13.9,,-12.2,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.18,0,,0,,,0,18,1969,,33.3,1,,-18.9,,BC,117CA90,,GLACIER NP MT FIDELITY,,T,,T,0,,1969-01-18 00:00:00,-15.3,,-11.7,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.19,0,,0,,,0,19,1969,,36.9,1,,-20.6,,BC,117CA90,,GLACIER NP MT FIDELITY,,T,,T,0,,1969-01-19 00:00:00,-18.9,,-17.2,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.20,0,,0,,,0,20,1969,,36.7,1,,-21.7,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-20 00:00:00,-18.7,,-15.6,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.21,0,,0,,,0,21,1969,,38.8,1,,-22.2,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-21 00:00:00,-20.8,,-19.4,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.22,0,,0,,,0,22,1969,,41.4,1,,-26.7,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-22 00:00:00,-23.4,,-20,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.23,0,,0,,,0,23,1969,,41.1,1,,-26.1,,BC,117CA90,,GLACIER NP MT FIDELITY,,T,,T,0,,1969-01-23 00:00:00,-23.1,,-20,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.24,0,,0,,,0,24,1969,,40.2,1,,-24.4,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-24 00:00:00,-22.2,,-20,,,,,
-117.70147222222222,51.238194444444446,117CA90.1969.1.25,0,,2,,,2,25,1969,,39.7,1,,-23.3,,BC,117CA90,,GLACIER NP MT FIDELITY,,,,,0,,1969-01-25 00:00:00,-21.7,,-20,,,,,
